uii_code,name,region,old_region,province,old_province,city_municipality,old_city_municipality,sector,latitude,longitude,coord_status,is_multi_campus,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
13290,Pamantasan ng Lungsod ng Pasig,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PASIG,CITY OF PASIG,Public LUC,14.5619516,121.0744628,valid,False,13,13812,1381200,1381200008
,Pamantasan ng Lungsod ng Valenzuela,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF VALENZUELA,CITY OF VALENZUELA,Public LUC,14.6938027,120.9690565,valid,False,13,13816,1381600,1381600017
,Para�?±aque City College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Public LUC,14.5748997,121.0046122,valid,False,13,13806,1380600,1380600785
13133,Pasig Catholic College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PASIG,CITY OF PASIG,Private,14.5600259,121.0767141,valid,False,13,13812,1381200,1381200010
13358,Pateros Technological College,NCR,NCR,METRO MANILA,METRO MANILA,Pateros,Pateros,Public LUC,14.5527031,121.0691234,valid,False,13,13812,1381200,1381200004
13135,Perpetual Help College of Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6126069,120.9879594,valid,False,13,13806,1380600,1380600470
13138,Philippine Christian University,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5760244,120.9886873,valid,False,13,13806,1380600,1380600694
13139,Philippine College of Criminology,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.60159,120.982942,valid,False,13,13806,1380600,1380600309
13140,Philippine College of Health Sciences,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6031808,120.9854244,valid,False,13,13806,1380600,1380600395
13369,Philippine Cultural College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6222592,121.0036094,valid,False,13,13813,1381300,1381300054
13137,Philippine Dominican Center of Institutional Studies,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6255708,121.0096618,valid,False,13,13813,1381300,1381300065
13142,Philippine Law School,NCR,NCR,METRO MANILA,METRO MANILA,Pasay City,Pasay City,Private,14.5558184,120.9960263,valid,False,13,13811,1381100,1381100036
,Philippine Merchant Marine School-Las Pi�?±as,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4375726,121.0035215,valid,False,13,13802,1380200,1380200008
13144,Philippine Merchant Marine School-Manila,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.6067306,120.9819275,valid,False,13,13806,1380600,1380600335
13146,Philippine Normal University-Main,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Public SUC Main,14.5870935,120.982819,valid,False,13,13806,1380600,1380600659
,Philippine Public Safety College,NCR,NCR,METRO MANILA,METRO MANILA,TAGUIG CITY,TAGUIG CITY,OGS,14.5570965,121.0551524,valid,False,13,13815,1381500,1381500034
,Philippine Rehabilitation Institute Foundation,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6285457,121.0039377,valid,False,13,13813,1381300,1381300065
13148,Philippine School of Business Administration-Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.603605,120.988567,valid,False,13,13806,1380600,1380600396
13147,Philippine School of Business Administration-Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6295681,121.0731431,valid,False,13,13813,1381300,1381300055
13149,Philippine State College of Aeronautics-Main,NCR,NCR,METRO MANILA,METRO MANILA,Pasay City,Pasay City,Public SUC Main,14.526661,121.023652,valid,False,13,13811,1381100,1381100183
13155a,Polytechnic University of The Philippines-Open University,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Public SUC Satellite,14.599178,121.0110186,valid,False,13,13806,1380600,1380600630
13155,Polytechnic University of the Philippines,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Public SUC Main,14.5995124,120.9842195,valid,False,13,13806,1380600,1380600307
,Polytechnic University of the Philippines-Para�?±aque Campus,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Public SUC Satellite,14.5004818,120.9948436,valid,False,13,13810,1381000,1381000005
13323,Polytechnic University of the Philippines-Quezon City Campus,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Public SUC Satellite,14.6997992,121.0820793,valid,False,13,13813,1381300,1381300022
13155i,Polytechnic University of the Philippines-San Juan Campus,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF SAN JUAN,CITY OF SAN JUAN,Public SUC Satellite,14.5943591,121.0401643,valid,False,13,13814,1381400,1381400001
13156,Polytechnic University of the Philippines-Taguig,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Public SUC Satellite,14.4887593,121.0511705,valid,False,13,13815,1381500,1381500019
13346,Quezon City University,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Public LUC,14.6999155,121.0325339,valid,False,13,13813,1381300,1381300097
13427,Recoletos School of Theology,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6783134,121.0608036,valid,False,13,13813,1381300,1381300080
,Regis Marie College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.4767496,121.0015305,valid,False,13,13810,1381000,1381000004
13160,Republican College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6159172,121.0636975,valid,False,13,13813,1381300,1381300102
13161,Rizal Technological University,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MANDALUYONG,CITY OF MANDALUYONG,Public SUC Main,14.57459,121.042304,valid,False,13,13805,1380500,1380500016
,Rizal Technological University-Pasig,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PASIG,CITY OF PASIG,Public SUC Satellite,14.5730514,121.0999984,valid,False,13,13812,1381200,1381200012
13325,Rogationist Seminary College of Philosophy,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.5013273,121.0246668,valid,False,13,13810,1381000,1381000010
,Romarinda International College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6794688,121.0461582,valid,False,13,13813,1381300,1381300080
13162,Roosevelt College-Marikina,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MARIKINA,CITY OF MARIKINA,Private,14.6486812,121.0984813,valid,False,13,13807,1380700,1380700005
13233,STI College Pasay-EDSA,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5377512,121.0013809,valid,False,13,13811,1381100,1381100097
13223,STI College-Alabang,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MUNTINLUPA,CITY OF MUNTINLUPA,Private,14.4196875,121.0469399,valid,False,13,13808,1380800,1380800001
13227,STI College-Caloocan,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.657793,120.9768921,valid,False,13,13801,1380100,1380100080
13224,STI College-Cubao,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6163662,121.0539758,valid,False,13,13813,1381300,1381300115
13232,STI College-Fairview,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.7160003,121.0614864,valid,False,13,13813,1381300,1381300142
13226,STI College-Global City,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Private,14.55235,121.0560769,valid,False,13,13815,1381500,1381500034
,STI College-Las Pi�?±as,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4514205,120.9791933,valid,False,13,13802,1380200,1380200014
13294,STI College-Marikina,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MARIKINA,CITY OF MARIKINA,Private,14.650117,121.105867,valid,False,13,13807,1380700,1380700003
,STI College-Mu�?±oz EDSA,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6163662,121.0539758,valid,False,13,13813,1381300,1381300115
13231,STI College-Novaliches,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.704365,121.0367497,valid,False,13,13813,1381300,1381300097
13225,STI College-Shaw,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PASIG,CITY OF PASIG,Private,14.5766482,121.0592161,valid,False,13,13812,1381200,1381200019
13035,Saint Anthony Mary Claret College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.666715,121.0486194,valid,False,13,13813,1381300,1381300025
13242,Saint Bernadette College of Alabang,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MUNTINLUPA,CITY OF MUNTINLUPA,Private,14.4251692,121.0469396,valid,False,13,13808,1380800,1380800001
13166,Saint Francis of Assisi College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4440024,121.0005121,valid,False,13,13802,1380200,1380200018
13172,Saint Rita College-Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.59948,120.98966,valid,False,13,13806,1380600,1380600390
13177,Samson College of Science and Technology-Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.616915,121.051965,valid,False,13,13813,1381300,1381300101
13220,San Beda College-Alabang,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MUNTINLUPA,CITY OF MUNTINLUPA,Private,14.4330885,121.0255363,valid,False,13,13808,1380800,1380800004
,San Beda University,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5997811,120.992938,valid,False,13,13806,1380600,1380600638
13179,San Carlos Seminary,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MAKATI,CITY OF MAKATI,Private,14.5635554,121.0434437,valid,False,13,13803,1380300,1380300010
13180,San Juan de Dios Educational Foundation,NCR,NCR,METRO MANILA,METRO MANILA,Pasay City,Pasay City,Private,14.5378892,120.9930321,valid,False,13,13811,1381100,1381100076
13181,San Sebastian College-Recoletos,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6007856,120.9898838,valid,False,13,13806,1380600,1380600390
13183,Santa Isabel College of Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.5856083,120.9838713,valid,False,13,13806,1380600,1380600960
04478,Sapphire International Aviation Academy,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.4702223,121.009659,valid,True,13,13810,1381000,1381000013
13409,School of Fashion and the Arts,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MAKATI,CITY OF MAKATI,Private,14.5592746,121.030058,valid,False,13,13803,1380300,1380300030
13185,Siena College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6386832,121.0042622,valid,False,13,13813,1381300,1381300112
13452,South CompEdge College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.529923,120.996938,valid,False,13,13810,1381000,1381000001
13349,South Mansfield College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MUNTINLUPA,CITY OF MUNTINLUPA,Private,14.398727,121.043286,valid,False,13,13808,1380800,1380800006
13399,South SEED LPDH College,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4547878,120.9950287,valid,False,13,13802,1380200,1380200011
13430,Southeast Asia Christian College,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.6580637,120.9839909,valid,False,13,13801,1380100,1380100078
13200,Southeast Asian College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6174709,121.0016502,valid,False,13,13813,1381300,1381300033
13186,Southeastern College,NCR,NCR,METRO MANILA,METRO MANILA,Pasay City,Pasay City,Private,14.5504236,120.9992152,valid,False,13,13811,1381100,1381100058
13411,Southville International School,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4550489,120.9950908,valid,False,13,13802,1380200,1380200011
13314,Southville International School and Colleges,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF LAS PI�?AS,CITY OF LAS PI�?AS,Private,14.4550489,120.9950908,valid,False,13,13802,1380200,1380200011
13338,St. Bernadette of Lourdes College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6975932,121.0651775,valid,False,13,13813,1381300,1381300041
,St. Camillus College Seminary,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MARIKINA,CITY OF MARIKINA,Private,14.6510904,121.1247249,valid,False,13,13807,1380700,1380700013
13450,St. Chamuel College,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Private,14.5282586,121.0721552,valid,False,13,13815,1381500,1381500014
13272,St. Clare College of Caloocan,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.755175,121.043561,valid,False,13,13801,1380100,1380100172
,St. Dominic Institute,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6654291,121.0058108,valid,False,13,13813,1381300,1381300005
13221,St. Dominic Savio College,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.761732,121.086409,valid,False,13,13801,1380100,1380100183
,St. Francis Divine College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.732361,121.053226,valid,False,13,13813,1381300,1381300046
13460,St. Francis Technical Institute,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.745434,121.0536429,valid,False,13,13801,1380100,1380100177
13222,St. John Technological College of the Philippines,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.7172639,121.0413488,valid,False,13,13813,1381300,1381300043
13351,St. John of Beverly School,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.7057303,121.0379877,valid,False,13,13813,1381300,1381300097
13168,St. Joseph's College of Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6224948,121.0254866,valid,False,13,13813,1381300,1381300047
13169,St. Jude College,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6010015,120.9759582,valid,False,13,13806,1380600,1380600296
13141,St. Louis College-Valenzuela,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF VALENZUELA,CITY OF VALENZUELA,Private,14.696151,120.9715312,valid,False,13,13816,1381600,1381600020
13188,St. Luke's College of Medicine-William H. Quasha Memorial,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.624009,121.023181,valid,False,13,13813,1381300,1381300047
13306,St. Mary's College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6345623,121.0252828,valid,False,13,13813,1381300,1381300075
13170,St. Paul University-Manila,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5741867,120.986106,valid,False,13,13806,1380600,1380600697
13171,St. Paul University-Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6145399,121.0351226,valid,False,13,13813,1381300,1381300060
13174,St. Scholastica's College,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5639654,120.996546,valid,False,13,13806,1380600,1380600728
13412,St. Therese of the Child Jesus Institute of Arts and Sciences,NCR,NCR,METRO MANILA,METRO MANILA,Pasay City,Pasay City,Private,14.5558159,120.9965767,valid,False,13,13811,1381100,1381100036
13403,St. Vincent de Ferrer College of Camarin,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.7570902,121.0595478,valid,False,13,13801,1380100,1380100178
13182,Sta. Catalina College,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.5783,121.0,valid,False,13,13806,1380600,1380600808
10085,Stella Maris College,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6246803,121.0534246,valid,True,13,13813,1381300,1381300035
13240,System Plus Computer College-Caloocan,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Private,14.6515347,120.9845674,valid,False,13,13801,1380100,1380100091
13192,Systems Plus Computer College-Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6240624,121.0436065,valid,False,13,13813,1381300,1381300083
,Taguig City University,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Public LUC,14.490852,121.055118,valid,False,13,13815,1381500,1381500019
13193,Technological Institute of the Philippines-Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.595315,120.987977,valid,False,13,13806,1380600,1380600385
13194,Technological Institute of the Philippines-Quezon City,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6257638,121.0617218,valid,False,13,13813,1381300,1381300059
13195,Technological University of the Philippines-Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Public SUC Main,14.587079,120.9844868,valid,False,13,13806,1380600,1380600660
,Technological University of the Philippines-Taguig,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Public SUC Satellite,14.509,121.03483,valid,False,13,13815,1381500,1381500018
13249,The Fisher Valley College,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Private,14.5167439,121.0729752,valid,False,13,13815,1381500,1381500005
,The Manila Times College,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5896979,120.971133,valid,False,13,13806,1380600,1380600651
13120,The National Teachers College,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.5980809,120.9892382,valid,False,13,13806,1380600,1380600388
13372,The One Nation Entrepreneur School,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MAKATI,CITY OF MAKATI,Private,14.5482253,121.0123142,valid,False,13,13803,1380300,1380300001
13150,The Philippine Women's University-Manila,NCR,NCR,METRO MANILA,METRO MANILA,MANILA,MANILA,Private,14.5745214,120.9897923,valid,False,13,13806,1380600,1380600694
13202,The University of Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6018224,120.9914994,valid,False,13,13806,1380600,1380600403
13382,Treston International College,NCR,NCR,Metro Manila,Metro Manila,TAGUIG CITY,TAGUIG CITY,Private,14.5516198,121.0586223,valid,False,13,13815,1381500,1381500034
13197,Trinity University of Asia,NCR,NCR,METRO MANILA,METRO MANILA,Quezon City,Quezon City,Private,14.6214655,121.0219862,valid,False,13,13813,1381300,1381300047
13385,UBIX Institute of Technologies,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MUNTINLUPA,CITY OF MUNTINLUPA,Private,14.4567246,121.045455,valid,False,13,13808,1380800,1380800007
13199,Unciano Colleges and General Hospital,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Private,14.6006206,121.0162,valid,False,13,13806,1380600,1380600588
13453,United Christian Academy College of Asia,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.4609722,121.0339898,valid,False,13,13810,1381000,1381000012
,Universal Colleges of Para�?±aque,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PARA�?AQUE,CITY OF PARA�?AQUE,Private,14.4749772,121.0019911,valid,False,13,13810,1381000,1381000004
13212,Universidad de Manila,NCR,NCR,METRO MANILA,METRO MANILA,Manila,Manila,Public LUC,14.5915659,120.9815705,valid,False,13,13806,1380600,1380600959
13028,University of Asia and the Pacific,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF PASIG,CITY OF PASIG,Private,14.5802953,121.0608408,valid,False,13,13812,1381200,1381200019
,University of Caloocan City,NCR,NCR,METRO MANILA,METRO MANILA,Caloocan City,Caloocan City,Public LUC,14.6534585,120.9945888,valid,False,13,13801,1380100,1380100100
13132,University of Makati,NCR,NCR,METRO MANILA,METRO MANILA,CITY OF MAKATI,CITY OF MAKATI,Public LUC,14.5632518,121.0560726,valid,False,13,13815,1381500,1381500038
